none	0	0	35.70	NA	NA
mtp	1	0	20.61	1.43	0.43
mtp	2	0	25.25	1.70	0.35
mtp	3	0	23.07	1.70	0.23
mtp	4	0	21.54	1.70	0.18
mtp	6	0	20.28	1.70	0.12
mtp	8	0	NA	NA	NA
eagle3	1	1	22.51	1.55	0.56
eagle3	2	1	31.88	2.10	0.55
eagle3	3	1	35.22	2.48	0.50
eagle3	4	1	34.98	2.53	0.39
eagle3	6	1	37.23	2.81	0.31
eagle3	8	1	35.07	2.90	0.24
