none	0	0	25.45	NA	NA
mtp	1	0	30.03	1.93	0.94
mtp	2	0	37.69	2.66	0.84
mtp	3	0	40.57	3.09	0.71
mtp	4	0	41.89	3.35	0.60
mtp	5	0	41.83	3.58	0.53
mtp	6	0	36.87	3.42	0.41
