none	0	0	37.89	NA	NA
mtp	1	0	48.50	1.68	0.69
mtp	2	0	44.25	1.79	0.40
mtp	3	0	40.17	1.77	0.26
mtp	4	0	37.16	1.79	0.20
mtp	5	0	35.03	1.78	0.16
mtp	6	0	34.07	1.82	0.14
mtp	8	0	30.03	1.77	0.10
