none	0	0	37.65	NA	NA
eagle3	1	1	45.25	1.52	0.52
eagle3	2	1	33.59	1.63	0.32
eagle3	3	1	32.00	1.72	0.24
eagle3	4	1	30.13	1.75	0.19
eagle3	5	1	28.27	1.74	0.15
eagle3	6	1	27.36	1.75	0.13
eagle3	8	1	24.83	1.75	0.10
