none	0	0	23.76	NA	NA
mtp	1	0	31.43	1.76	0.77
mtp	2	0	35.90	2.32	0.67
mtp	3	0	36.66	2.61	0.55
mtp	4	0	34.55	2.68	0.43
mtp	5	0	32.37	2.73	0.35
mtp	6	0	31.59	2.86	0.32
